Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_0_225,VDD,Metal1,114.2400,18.9000,1.199935
FILLER_0_221,VDD,Metal1,112.8110,18.3030,1.199975
FILLER_0_214,VDD,Metal1,110.1690,18.3010,1.199980
FILLER_0_207,VDD,Metal1,106.8090,18.3010,1.199980
FILLER_0_200,VDD,Metal1,103.4490,18.3010,1.199980
FILLER_0_189,VDD,Metal1,96.9600,18.9000,1.199985
FILLER_0_182,VDD,Metal1,94.8090,18.3010,1.199986
FILLER_0_123,VDD,Metal1,65.2800,18.9000,1.199934
FILLER_0_110,VDD,Metal1,59.5310,18.3030,1.199934
FILLER_0_79,VDD,Metal1,43.9200,18.9000,1.199932
FILLER_0_77,VDD,Metal1,43.2000,18.9000,1.199932
FILLER_0_36,VDD,Metal1,23.5200,18.9000,1.199977
FILLER_0_29,VDD,Metal1,21.3690,18.3010,1.199977
FILLER_0_22,VDD,Metal1,18.0090,18.3010,1.199993
FILLER_0_15,VDD,Metal1,14.6490,18.3010,1.199992
FILLER_0_4,VDD,Metal1,9.3690,18.3010,1.199990
hold51,VDD,Metal1,90.0430,33.7040,1.199918
hold50,VDD,Metal1,56.4430,18.5840,1.199933
hold49,VDD,Metal1,74.5960,19.2150,1.199950
hold48,VDD,Metal1,67.0030,26.1440,1.199848
hold47,VDD,Metal1,62.6830,18.5840,1.199933
hold46,VDD,Metal1,67.9630,18.5840,1.199933
hold45,VDD,Metal1,74.1160,18.5840,1.199950
hold44,VDD,Metal1,85.2430,26.1440,1.199971
clkbuf_1_1__f_fclk_in_regs,VDD,Metal1,93.8400,25.9520,1.199971
clkbuf_1_0__f_fclk_in_regs,VDD,Metal1,57.8400,26.9670,1.199848
clkbuf_0_fclk_in_regs,VDD,Metal1,76.0800,25.9520,1.199971
clkbuf_1_0__f_fclk_in,VDD,Metal1,36.7200,26.9670,1.199945
clkbuf_0_fclk_in,VDD,Metal1,36.7200,18.3920,1.199932
clkbuf_regs_0_fclk_in,VDD,Metal1,76.0800,33.5120,1.199918
fanout43,VDD,Metal1,117.6300,64.0920,1.199978
fanout42,VDD,Metal1,127.2300,26.2920,1.199963
fanout41,VDD,Metal1,86.9100,41.4120,1.199994
fanout40,VDD,Metal1,48.5100,26.2920,1.199918
fanout39,VDD,Metal1,61.4700,33.8520,1.199918
fanout38,VDD,Metal1,117.5700,49.3070,1.199983
fanout37,VDD,Metal1,100.8300,18.7320,1.199980
